tid,text
925740449586872321,Severe #Asthma problems are usually caused by swollen muscles around the airways. Watch the full video here: https://t.co/TMzn5d5zYA
927320899887534081,"There are a lot of catchphrases like ""All natural"" ""No steroids added"" and ""Gluten free"" but does it mean anything? https://t.co/eqfjxRxlzl"
927669901325676549,don't breathe so much... some people have asthma https://t.co/2EVz6TgfCt
926753125163081730,"RT @1sassysnowflake: @AlecMacGillis Sewage on steroids!  Please, Virginia, send a strong message to Gillespie that this will not be tole "
927286909231038466,"Coughs, asthma and allergies?  Mould and damp living conditions wont help.
Call the experts today on 0800 193 3600 https://t.co/R9Xqvnpv9w"
927373852841308162,#HealthAU Thunderstorm asthma: who's at risk and how to manage it https://t.co/fqJlIEzOtp
926842476442222595,//I was perfectly fine last night. This morning I have a full on sinus infection... 
923862612705775616,"#3Novices : Asthma and eczema symptoms: Getting a DOG could help conditions https://t.co/rr8YaiTrkO 
ASTHMA and eczema symptoms could be p"
922619104921554944,Asthma cure Advanced exercise 4 ( Level 1) https://t.co/Nu1uZZWiE7 via @YouTube
926300378362269697,"RT @HopkinsMedNews: Exposure to dogs could reduce asthma symptoms in kids 
https://t.co/l88ApN5lRk"
922944484622471168,RT @Tyzano: #110 I got Weezing lol https://t.co/A3ZSJ7IoZ0
926259060596281344,I was in a computer shop and people around me were smoking AND I HAVE ASTHMA BUT I ENDURED THEM ALL! I voted 4hours straight
926774162609250304,"*not literal asthma attack, a laughing/giggling fit. Apologies for using a disability as a descriptor."
927011846606946305,"Night Asthma  Causes, Symptoms, Treatment https://t.co/7Tq9K9m4Cs"
926933786029445121,I invite Mr. Robert Phalen to my house to explain his position to my wife. She has severe asthma. https://t.co/vT6Q5D6xMi
923240558914662402,Do you have Asthma? Find out here. Click link https://t.co/cKtrjMHT8x https://t.co/Mo3aHmsSpX
925474331555254273,@courtneyMgreen be careful with your gym asthma running from the hounds lol  you crack me up 
922617649879592960,#Bendigo #pollen forecast for today(24 Oct) is HIGH. Yesterday's #pollen count was EXTREME (111 grass grains/m3).
925709395018776577,"@BSeay05 @accpchest @CedarsSinai @UFHealth I'd love to have a social worker, respiratory therapist, asthma educator https://t.co/pQ1lQlhAjj"
926496210457784320,ICYMI: #asthma Aradigm Announces Third Quarter 2017 Financial Results: Aradigm Corporation NASDAQ ARDM the Company https://t.co/HHgQekcyjy
927268073769496577,Sinus sickness is a fuckn rollercoaster
926740139187101696,You have the power to mold your life however you want. To shape it and reshape it. @OfficialJimRohn #Leadership #Success
926047197153591296,Kids with Eczema May Have Longer Hospital Stays for Asthma https://t.co/3pkkP6Cvxc
927267354362474497,@Ryanintheus Who needs steroids?? 
925707771328286721,I woke up and had an asthma attack walking to the shower.... lungs its time to get your shit together. #dumblungs
924970875140608000,#Dogs may protect against childhood eczema and asthma: Eczema protection reduces as children grow -- ScienceDaily https://t.co/Elr585K9oe
924802776139423744,"Can Man's Best Friend Chase Away Eczema, Asthma
https://t.co/OXYRxd7Bhb https://t.co/XWDnUqmZGs"
922624007383293952,"Went for a run, forgot about altitude + cold-induced asthma, had a very angry (wheezy) walk instead https://t.co/3LBLNSWjY5"
924941374289408000,i feel like im having a slight asthma... idk... its been so long since i had my 'worst' when i was young.
926850107705786370,Were offering $50 off all mold inspections performed this November. Daytons top inspection service! Book now on (937)490-9697
926933197811728384,S National City: Weezing  til 15:34:21(29m 43s). https://t.co/oa4glPGxXA
925173539665260544,"*having asthma attack*
Here have some water

Me: First of all, I need air! Thats like taking a fish out of water n offering it more air"
925350145830604805,RT @LancetRespirMed: Treating #asthma exacerbations in athletes - advice for clinicians on how to treat elite athletes with suspected or 
926840337175158784,phages is like balers on steroids
927588362801876993,RT @nioshbreathe: Worsening #asthma or new onset asthma in a worker should raise questions about workplace causes. 
926961263254691840,Gearbest on sale -&gt; 26% OFF MDI i5 3D DLP Projector 3000LM  1280 x 800 Pixels An... for $399.99 #Saturday #ad [ https://t.co/WLyOT5Teja
927678837927895040,RT @_magiiid: to com pneumonia
924646225109852165,IM WEEZING YOU ARE SO HANDSOME https://t.co/L5JVeBcaur
927615487978213382,Jeep TJ on Steroids Part I - Jason's Jeep grows into a hardcore wheeler on steroids! https://t.co/xJG2JSbk3A
927642013801033729,Dry-Aged Korean Barbecue Is a Steak Dinner on Steroids | FoodSkills https://t.co/3zw6pp8J00
926976357736726528,@CitizenBomber @LouieTheRed1 those with asthma etc.
927006968052703232,"RT @Belair19571988: @trumpquility1 @BustinStones Like A Boss!

#MAGA on Schwarzenegger  Steroids"
923789636559884288,Diagnosed myself with cold induced asthma.
925629463299280898,Asthma Inhaler Refill WATCH VIDEO -&gt; https://t.co/SkaweVr3MM https://t.co/fLGH2m7Bol
923560672138616833,"Weezing loves to deliver powerful attacks bounce endlessly once was born from its toxic tentacles, rush to treetops and"
924788534489305088,"I need me an asthma pump, asap."
925617311398051841,S Encinitas: Weezing  til 00:25:15(29m 40s). https://t.co/odUEhepFCL
927345831052828672,@suburbansxcum @almnasty They just bother the fuck out of my asthma and allergies and cause me not to be able to br https://t.co/4OeZlkJsq8
925261656913047552,Additional bonus was that my life long asthma completely disappeared as well.  #healing #soulecting @JJacobshealth https://t.co/tcI91DnKBL
927620824575762432,Reenactment of my sinus pressure and headache that are making keeping my eyes open difficult https://t.co/Ve7vdYVODq
927205065772929025,RT @_StonedWxlf: My sinus taking the piss tho
924893453527461889,THIS IS SO FUNNY IM WEEZING https://t.co/WbUsg922Ei
925413640450314240,"Using Weather As A Weapon.

As Weather Bomb Strikes America, Australia Prepares For Thunderstorm Asthma Season https://t.co/kWdMuMvVRs"
924506444363436033,@victorbreaux 1. Bring back OTC asthma inhalers the demons in obama admin took from us. 2. Institute student loan f https://t.co/mVHpVFve4C
926607749848453120,"@PkmnMasterHolly Yeah, I still can't take wheezing alone. Kind of embarrassing. My ground and psychic games are just too weak #weezing"
927469004762923008,@Sh1zN1ck @jnsanchez @MMABreeze It kind of is. It at least says they were compliant in a teammate using steroids. P https://t.co/oTsEv5mppP
926609374562447361,Oh and I had a asthma attack
927272440341909510,RT @xCHRiSTlNAH: @LalaxMaraj Asthma wont stop our bags sis https://t.co/6F7zoCoXyr
925820367071006722,"I'm incredibly sleepy and my asthma is flaring up....not a good 1st day back at work.  
Dis dat BULLSHIGGITY!!... https://t.co/b6su8xOHBi"
926308174143074306,I fuckin hate asthma...all I wanna do is breath
927682971607412744,@joespayne If steroids/antihistamines dont work it could be a viral thing. Which is SUPER fun. I hate this lol
927483364390719490,"Gianluca Cilia will represent Malta in #JESC2017, but how much do you know about him? Get to know him better here: https://t.co/l20JLXcD7p"
926453593158311937,"Beautiful baby, whose eyes you can see, with asthma inhaler, for instance.  Ie, the true subject of the article, personified.  Or cute or..."
927201477273141248,@JasonPoston I deserve a disease?! lmao ur clearly on steroids and it looks fucking gross. Anyone who thinks your https://t.co/uiZC1eSVOz
925522233480622080,1.30am and a stupid asthma attack is keeping me awake
925756018029682690,Understanding occupational asthma https://t.co/2ajM9T8X60
926877320543170560,@PhilipRucker Because she had pneumonia? This lady sounds as crazy as Trump and his supporters!
927649766699278336,RT @easyIove: i ain't got asthma but i needed an inhaler after hearing acid rain live https://t.co/vPPvCpnpbZ
927680845053415424,this sinus infection got me sneezing like https://t.co/0hWi9rKJbZ
924899372491472896,&lt;3 Thunderstorm Asthma....... lol https://t.co/e0SBwsKB4A
922621798369423360,RT @BSamuels72: Each year about 195 kids die of asthma. Mortality rate among Black children 6x that of Hispanic children &amp; 7x that 
926033716471894019,Do you have Asthma? Find out here. Click link https://t.co/cKtrjMHT8x https://t.co/FvmFAvUETD
927210538433695749,Well my husband has pneumonia.  Ended up staying the hospital for about almost 2 days.  Still hoping and praying he gets the kidney he needs
924351139465875457,Synthetic bedding can causeasthma https://t.co/2EEjPZg7yz https://t.co/oxwEWID3Y1
926935898608099329,I added a video to a @YouTube playlist https://t.co/iRrTE4d7J1 How To Train (to build muscle) If You're NOT On Steroids
927001084756979712,Paulo Costa isn't shooting steroids at all 
927108130940510208,RT @mikesaxny2: @leeladaou @peterdaou Evidently it wasn't a point of pride for @donnabrazile Taking her off the ticket over pneumonia?! Rea
922954524490420227,||: I had an asthma attack looking at this https://t.co/GQtjSAnXAx
926790744823779328,Fairing Injection Mold Yellow Black Fit for Suzuki 08-15 GSXR1300 Hayabusa rA9 https://t.co/QcubGVULZC
927144847819132928,Rancho Hills: Weezing  til 04:22:33(29m 55s). https://t.co/1AojbgpEPd
927252405288361984,It's a @WHOISCONWAY More Steroids kinda day at the shop today.
926695705875566592,Weezing spawned in Encino! Available until 11:50:46pm (29m 58s). https://t.co/z7HKPiU0e3
925356890028216320,"RT @saad_iq64: 3 Most  common causes of chronic cough
 In adults : 
Postnasal Drip
Asthma
GERD"
925415894456479745,"Rosemary, a registered nurse in Texas, has had allergic asthma since she was young. Read her story below. #ACAAI17 https://t.co/DbxCM9qt6B"
926859577878081536,Weezing spawned in Saugus! Available until 10:41:56am (29m 57s). https://t.co/trTRoIH2mp
926993167949422592,"@angiecthomas Take care of yourself, Angie! Sinus infections are no joke! Xoxoxo"
926318868922068993,Love is the only asthma there is
927282533749919750,RT @ChispaLcv: Latino kids are 40% more likely to die from asthma attacks vs their white peers. #CleanRide4Kids can help fix this 
923866092400934913,RT @AsthmaIreland: Tune into @DundalkFM at 11.15 to hear some tips on coping w/#asthma through the #winter. @averilpower will be speaking o
926666774107615232,"Proven safe &amp; effective pantangal ng Skin Asthma, Psoriasis, Pimples,  alergy, any skin Disease .. https://t.co/W58GAMLiZF"
926431384633315329,"This nigga just came up to me and said "" Is your first name asthma bc you took my breath away "" IMMMMM SCREAMMMINGGGGG"
927597925374484481,Rancho Hills: Weezing  til 10:35:39(29m 43s). https://t.co/lMvNC3UQDi
926758599422087169,Pegasus Horse Mold https://t.co/stXYns4ZTN https://t.co/9VhFQSUu0C
927226827814383617,RT @willymodel: @Rosie What a disaster. Fox News on steroids
922907551607545857,Got asthma? Increase ALA in your diet with this Chocolate Banana Almond Butter Smoothie #Recipe https://t.co/QSmof1ot55
926675244667961344,"With the launch of a new asthma app, Nemours looks to bring all its digital tools onto a single platform by 2019 https://t.co/jLxMF0Xhsu"
927243778561363969,@keithgaynor @tossdj39 @fredflunk @gmurf11 That's just the steroids talking
924278530816475137,I spent yesterday listening to incredible speakers at the USAsthma Summit with the Allergy &amp; Asthma Network. It... https://t.co/JvJ4iej2GB
925381981625638912,"Study shows genetic risk factors for asthma, hay fever andeczema https://t.co/ncJosq7we8"
926067448104792064,"Acupuncture for Asthma  Introduction  Little Big Help | AsthmaLog
https://t.co/3B834VQve3
#asthmalog #asthma https://t.co/oqTtVvrvBC"
925135381795934208,"RT @NoMoreAsthma: A number of other health conditions occur more frequently in those with asthma, including GERD, rhinosinusitis, and obstr"
924452737504423936,Find out what high blood pressure medications will trigger an asthma attacks? https://t.co/ah7F4U5p9u https://t.co/RGtNRMhT8A
927138373839364096,"Valley Fever has been misdiagnosed as pneumonia, tuberculosis or lung cancer. https://t.co/n4X5aS4AfE"
925191354531110913,"@WilliamHeathSk1 @nytimes do volunteer work, and raise a child all with RA, Fibromyalgia, sleep disorder, asthma, R https://t.co/gK5h87Lge4"
925935097458708480,High fiber diet key to reducing effects of asthma: Aussie ... is here https://t.co/IR0IqkgRIJ https://t.co/Qxp86JS49O
923831675569745925,Help to reduce #Asthma by turning off your engine and pledging to support... https://t.co/U9UovElsMk by https://t.co/kKAPITUBqr
927245970311667713,@BobbyLeeSwagger @x7sixtyx @MoTownPhenom He cant use steroids
927262732155539457,"@JLo @AROD yes.....because AROD is an entrepreneur, right? *eyeroll*. Only thing he knows about is steroids."
927321004292100097,RT @jerikalolz: @TBEDrug LMFAOO YOU THINK I CAN SWING AROUND A POLE? I got asthma
923800711334424576,Limerick asthma sufferers reminded of Halloween dangers https://t.co/J4tTVjXa10 #Limerick
923876808990347266,"I had an asthma (unforantly not heart attack) and wont be on in incredible pain, wish i just died tbh"
922916197900763136,"Almost had an asthma attack from laughter after just the intro
@GraysonDolan @EthanDolan 

https://t.co/73gsOub1G9"
925920115140546560,Now I gotta get my son checked for asthma but that weapon wont prosper Im sure 
926984047468744704,@mswahoo77 @Tugsalove @davidfrum Pneumonia is contagious. She was dehydrated because of the pneumonia.  At least th https://t.co/qS0DLurVOT
927210793661353984,RT @emmbee1002: Anything that happened to Donna Brazile happened a hundred times to Hillary... on steroids. #Pity Party #Amjoy
925137068510113794,#Asthma #Free Forever is the asthma cure that works! https://t.co/6IvXb9f2ze #asthmaattack
927590847440306176,Anabolic androgenic steroids associated with early coronary artery disease https://t.co/gkcCkx9k99
927640682952626176,Weezing spawned in Van Nuys! Available until 01:25:44pm (29m 55s). https://t.co/GMxRVCzAHt
926090248928550915,"I jinxed myself. Taught my roommate how to use inhalers, now I have a chest cold/asthma and need to use mine"
926917326875906048,Raid on Weezing! Available until 05:03:20pm (1h 1m) in Sanford - Main Campus. https://t.co/NHbI6XJuSG
926855833907896320,RT @wyeetoleff: I left meg alone on rabbit for 3 minutes and she puts on Finn Wolfhard sneezing to songs .
925730436050862080,15 mins into working out and i get an asthma attack
925812201117700096,"@collinsbomer @MackDaddyJada @musicsallineed @KSGator15 @Sophieee_Deee_ Well I have mild asthma, that's about it."
926238325089886208,"Anti Asthma Drugs Market Analysis By Industry Share, Revenue, Growth &amp; Global Foresight to 2022 https://t.co/lZtqTx8Thz"
927245558942593024,@followAdamA Captain America is on steroids.  He use to be much smaller.  Slowed his aging as well.
924899410332459014,I forget that I have asthma
926856929233854465,"#breakingnews #tech Anabolic androgenic steroids may be associated with early coronary artery disease, according t https://t.co/Ut0rNasgxI"
927166148721958912,RT @DJ_BlackNoodles: My cardio trash as fuck and a bitch got chronic asthma but my legs are strong as fuck so I can ride dick for almost a
925955905039896576,Older women are at greater risk to die from asthma https://t.co/vPTYAjb7J7 https://t.co/IGtpODL2Hg
925722088886886400,asthma attack again
924287734717599744,@Merck I found a great asthma med in #Dulera Too bad it still costs me $199 WITH the coupon!  How much is too much?
926055471282352128,"Carers, over-65s, pregnant women, pple with asthma, diabetes, heart disease etc, and BMI 40+ can get a free NHS https://t.co/nh43vKl0Im"
927207623514042368,@girlsreallyrule @donnabrazile DB would have tossed out FDR and JFK? HRC battles pneumonia and Donna Brazile thinks https://t.co/AyF2A3bbl9
926124582989369344,"RT @ERSpublications: Fevipiprant, an oral DP2 receptor antagonist, is effective (dose 150mg/day) in allergic asthma uncontrolled on ICS "
927628330098192384,"RT @AsthmaIreland: Is home triggering your #asthma?
 Everyday activities can cause indoor air pollution. https://t.co/g0GECH74Ov RT to "
927216084670865408,@OMGItsBirdman But Jon was on steroids
924701760064770048,"My asthma just kicked in. Bitch Im out of breath, you did that. https://t.co/CvCMKcHX1t"
923897832590991361,HEALTHeWeather Launches DailyBreath!  Helps Allergy and Asthma Sufferers Avoid Severe Allergy Symptoms and https://t.co/5b4yqHn63b
926474094517866496,"These tips are put into place in your everyday life, the better chance asthma attacks can be few and far between. https://t.co/V8MjyBbSCS"
924994013400391680,Just posted a photo @ Florida Lung Asthma &amp; Sleep Specialists https://t.co/ZIVRCJQPXq
926998207166480384,"""Willie Horton"" on Steroids: Anti-White Race-Baiting in Virginia https://t.co/d1Xk4hZgit via @wordpressdotcom"
927470125392859142,Childrens Lives Saved by 3-D Printer Technology https://t.co/dxLSbVKiuN #Asthma #BreatheEZ #Children'sHealth
925336937325580288,"RT @SoarBeyondLtd: #GPPharmacists with interest in asthma &amp; COPD, ideally IP-exciting respiratory project work Waltham Forest, London https"
923771476578308096,How cats and cows protect farm children from asthma
926383095120621568,The latest Asthma Weekly Roundup! https://t.co/sMXH1Gqio2 Thanks to @itsallathel @BarrettOffice @WFNMB_Australia #health #foodallergy
927398548009730048,@SilencedHippie @StrainCentral Any good products for stoners who love weed but have asthma :( lol
927127381436960768,A possible warning forAnabolic androgenic steroids use. It would be helpful to pass this on to whom you think mayhttps://t.co/TQltRQCITJ
926450813022609408,unknown: Weezing  til 07:37:27(29m 44s). https://t.co/MWl29QUGv1
927262832672026627,Mixing and Mastering game should be on steroids ekse.....
927571895020654592,symptoms of adult asthma black and white sexy moving pictures
925785457966960641,RT @GabbyMorse_: I have asthma ok https://t.co/wSnT1MBYRU
926427727997136902,What makes your asthma worse at this time of year? 
923933088287207424,I'm 99% sure I was going to die from a fucking asthma attack in my sleep
927169320647581696,"RT @ammarahaha: Minor exposure to smog can lead to greater threats of asthma attacks

 #SaveUsFromSmog"
927211470936530945,Genuinely need my asthma to do one rn
923722966269034497,but the only thing i got back is my asthma (and my anxiety attacks)
924681917441724416,Thanks for joining us at #acaai17! Lots of exciting research happening for asthma and allergies. https://t.co/qMdv1h9HFt
927111732165713920,malaise and congested sinus
922908344825843712,RT @Turmeric101: Got asthma? Increase ALA in your diet with this Chocolate Banana Almond Butter Smoothie #Recipe 
926236840113426433,@DLidington  Have you seen this? Man died in 2015 because he couldn't afford prescription charges for asthma meds https://t.co/DyYsZLWFPo
925828080760913920,RT @BayAreaJAF: Great turnout for the Attack Asthma fun run walk today! Way to go San Leandro's SIA team! #facesofsia #asthma https://t.co/
926864315692568577,Sinus and ear infections. This is so wrong on the weekend. Antibiotics for 7 days. I swear I used to be fun.
927603891226791936,Wonder how many ppl have died from a sneezing attack 
925903950062088197,i plan on either dying for suicide or my asthma
927211682086076416,#ACR17 serious infection risk in pregnancy  not incresed with most immunosuppresants. Steroids do seem to increase risk.
923722790951424000,but the only thing i got back is my asthma and my anxiety attacks
927640524743471104,"Download FREE Asthma Report
https://t.co/n5OaVtLMGh https://t.co/IqEyV3f5PG"
926975837919989761,@Marvel_DCgirl I might sneak out tomorrow and go see it if I feel better. This sinus shit is overrated!
925914275989917696,Very close to having an asthma attack rn hahah 
927485082906038272,RT @afterprohibends: Compound in cannabis could ease asthma https://t.co/kbcQxkn7Uk via @israel21c
926167036777996288,#asthma Vitexin inhibits inflammation in murine ovalbumininduced allergic asthma.: Vitexin is an important https://t.co/wCVFDwhQRg
924290939702702085,my mom forcing me to work out and im about to have an asthma account uGh
926905304222191616,Imagine comparing asthma to having a monthly period where some women end up in the hospital or are in pain for days https://t.co/gURU2G8gYp
924391057026093059,*old timey doctor voice* drink a bottle of this liquid tobacco to cure your asthma wheezing
927658310936997893,New CME: https://t.co/Kzo1aOKWah PCORI: Funded Research Findings: Addressing Asthma Disparities
925239300098285568,"RT @EricTopol: Connecting the dots between asthma, hay fever, and eczema using #genomics, w/ implications for therapy "
922891457115107329,Feeling Better With Through Proper Care Of Your Asthma - https://t.co/ZjFtlimIaB
926811874435280900,@KMBC 3FirstNews It's the last 2017 pollen/mold report . Subfreezing temps took care of most allergins and bugs https://t.co/RSZb2bdD2C
926959034791424000,"@thehill Yes, the rise of chronic asthma in urban areas would confirm that the air is, in fact, too clean for our o https://t.co/I4xSsdEKEi"
927643405542395909,"RT @HealthFoodPage: Eat Kiwi - Asthma, wheezing, Coughing and colon cancer especially in children can be prevented."
927328817005387777,I honestly don't know how I survived winterguard and choir with this sinus infection.
926581198477983744,There. I have a duplicate of each asthma medication packed for #LIWho so we won't have a repeat of last year
926842523947020288,RT @LadyGloriousjax: He's a 'Moron on Steroids.' https://t.co/LSO7vhwNVh
922626893634985985,This guy sitting next to me on the train just broke wind - I swear its about to trigger an asthma attack. 
927236990822703110,UX Framework. Your wireframing workflow on steroids.https://t.co/AOrupgUO9C https://t.co/eHUjfLq4wl
926495701969883136,Well firstly I need to find my novel target for damn eosinophilic asthma and then find time to sigh for this tragedy 
925228678493044736,IM WEEZING THIS IS ALMOST AS BAD AS THE ONE WITH E.T.  ..... ALMOST AS BAD https://t.co/aUh6eE7cDZ
925923513369878528,Older women urged to control their asthma https://t.co/JHhyuxxgNo
925190250967822336,asthma is TRIGGERED
927439728298905600,"Oh and I had an asthma attack on the bathroom floor and nicki was cryin too, thank feck this yr is a better wan"
926701230084317184,Trying to type while sneezing your head off - not a good combination. My keyboard looks like it was slimed by some bugger monster.
924738904250568704,6 tips for exercising with asthma or allergies https://t.co/czJERZWOPk
923963540888870912,RT @EMJRespiratory: #EMJVideo Challenging Clinical Cases in #Pulmonology https://t.co/we1WkgWqbD
927376665172361220,Then again... I resent the idea of giving power to labels. It's best to not restrict oneself simply for the sake of staying true to a mold
926273747438489601,I just developed asthma https://t.co/9DXncxlnwz
925984616296734722,Older women urged to control asthma https://t.co/ILftAQmNtu https://t.co/IMuOr0Mw2p
927070768520941568,"Great fun at The Surrey Steampunk Convivial
Photos by Kat Barclay and Valerie Cilia"
924313937989984257,Chula Vista: Weezing TTH: 10:06:28am [29m 58s] https://t.co/G00e19HCP8 | https://t.co/pQwStdxqzz
927607652863152129,"The second I landed in STL yesterday, I got an immediate sinus cold and I can't hear out of my right ear #MidwestWeather #WinterIsComing"
925220535306522624,"minki: heavy breathing turns me on
aron: i got asthma"
922746411959152640,Jerusalem #cannabis guru to study effect of weed on #asthma https://t.co/dnICcV29UB via @timesofisrael
926922677679353856,"We have good quality Medical Mari-jua-na and Wax / Oil for sale at
discount prices .we also  supply steroids,pills https://t.co/HNJeNdr2mn"
925130709643046912,Murrieta: Weezing til 16:02:09(20m 8s). https://t.co/CWRuv6EtbX
927366678224220161,@Stephspineapple @DonnaHa05992211 @AnnCoulter @realDonaldTrump Well you fit the mold when everything else fails go https://t.co/WZkIDNjwZK
925918046065233920,RT @gaycivilrights: Man sent to the hospital with an asthma attack after an anti-gay death threat was spray painted on his car https://t.co
927588089417125888,"#Antifa called for killing Trump supporters &amp; targeting conservatives in churches STARTING this weekend.
Devin Kelley surely fits the mold."
925374827946545152,"RT @CaulfieldTim: ""#Asthma risk lower with direct #breastfeeding"" via @AllerGen_NCE https://t.co/dYtk2LMGKr"
922628009756065792,Big shout out to me who has manage to learn how to remain calm when Im having an asthma attack.
926963041371066368,"I will probably end up with pneumonia after that game, but it was all worth it!"
922872524727291904,I got fucking asthma I can't chase these hoes 
924399113193558016,in the mood to run. no idea why. sos. I have asthma.
927509347067940865, talk about transformation on steroids https://t.co/uiQ82emXWY
927100320412344320,"@baxters I risked rain, sand blasting, and pneumonia for that deceiving shot"
924365186017964032,"Dogs may prevent childhood eczema, asthma: Study https://t.co/XDc2UdYGwF"
922936732869312512,@JamesJHooper Best book on asthma EVER.  #Asthma
926817163041787906,@mattmaniac Donald Trump and Putin are in the same mold.
925823902244208640,I was unconscious while I was there after I had been transferred from Deaconess after an asthma attack.
923863597456883712,Wishing i could play tomorrow pero asthma is life  goodluck HSI Crusaders 
922926794331766784,the only thing stopping me from getting a kitten is the slight possibility of several life threatening asthma attacks
926182396185133056,@breezometer measures air quality @tueohealth is recruiting for a pivotal trial for pediatric asthma https://t.co/BTn8tY5vH1
927463874948820994,Remaining in a warm environment that is cleaned regularly is one of the ways to prevent asthma. https://t.co/gC7uWr40Hn
927622906032672768,"Antler Mold, Silicone mold, craft mold, jewelry, food and baking molds.  https://t.co/cNyK9KUPzN https://t.co/zNghqiNVUM"
925460451420459010,#ad Asthmanefrin Asthma Medication Refill 30 Count (Pack of 3) https://t.co/ry3IcjnIEw
926236660643389440,Sick Building Syndrome: Is Your Office Building Making You Wheeze? https://t.co/qtHsWFw94i #Asthma #BreatheEZ
925496161263173633,im literally treated like the nerds with asthma in the movies
925988376985178112,RT @Asthma_HU: Asthma triggers can be so difficult to control! What's that one asthma trigger that's most annoying to you? 
927520797605924867,Same with allergies/sinus issues...o swear half the suggestions are the same https://t.co/GBSmA0wAEc
927561371352313856,Resting up after a bout with pneumonia with a little healer named Fischer. https://t.co/kdJhXEY2VN
924676590608486400,"@JAGallagher_  Please read, this has the same effect, children getting ill, asthma, lymphomas, leukaemia. https://t.co/bvur0zRj9I"
925190155354476544,"Back 2 Dr Wed! Sure Ill b back on steroids 4 asthma but gotta get migraines under control &amp; lipid panel, no eat/drink til after 2:30 appt "
927430828971487232,"RT @texascannabiz: #Marijuana candy bar mold -  https://t.co/wKnNxCy2Dv 
#LegalizeIt #bong https://t.co/3nsEB0s8xC"
927286635762503680,"RT @iiieil: most common organisms in pneumonia :
#TIB_medicine https://t.co/15hY9auiG3"
924236834539999233,Study highlights inhaler usage errors that lead to poor asthma outcomes https://t.co/u0mA8B4h4O #asthma
927631980019290112,@ksdpgh81 @Kasparov63 Ah I see you're a Pens fan. Lol I think we can dispel the idea of Ovi on steroids simply beca https://t.co/LwRGqyRkdb
927253356468494336,"Oh no, have chest and sinus infection thank goodness for antibiotics I don't like being ill x https://t.co/s421UJkFFU"
926612495107796992,Weezing unknown/unknown (IV: ?% - CP: ? - L: ?) until 08:20:05pm https://t.co/voMHY03q40
926856426580008961,I need to learn sewing patches onto denim vest matrix style but I can't fit a USB C into my sinus. I wish I was bluetooth.
924452426748481536,@DJChark82 Thats y u was at warriors game thinks 4 coming this was my lil bro game back from a asthma attack!!!!
926769784053669888,Ajazz Gaming Mouse Mechanical 8 Key 2400 DPI LED Wired Mice for PC Computer Desktop Laptop E-sport Gamer https://t.co/kXYvVIorG4
927016491844640768,hello asthma is killing me
925663706285051904,New post (AstraZeneca asthma drug tralokinumab disappoints again) has been published on all new - https://t.co/PC5Xi34Q73
926904926818766848,@Benno63 @Danny_McMoomins And cats Benno. Let's not forget the cats. Though they set me off sneezing quite badly so https://t.co/dVASg5PFtV
927209199448313861,Update I have asthma induced by an infection which sucks incredibly much but also explains why Ive had no energy ever for the past month
927537342465937410,RT @GSK: Asthma preventing you from being active? #Rethinkyournormal and see how the Asthma Control Test could help you. https://t.co/l3QEC
925370005419712517,"RT @EricTopol Connecting the dots between asthma, hay fever, &amp; eczema using #genomics (cont) https://t.co/ummxUWMai4"
925456965320478722,RT @adamaskilla: my b i got asthma lol
924936047598931969,"Looking for a dehumidifier to review for post on Asthma, can you help? #prrequest"
925945117051183105,"@rihanna Bitch, I got asthma. I can't do this. https://t.co/hI9dRIAkSF"
926616103857647618,"@DSAorcbrand Well, it's not that I claimed it cured asthma, but it did alleviate the symptoms. A lot of medicine tr https://t.co/j1s3RpXVyP"
927189003513876480,Now a sinus infection
927600326282305537,"Cure Asthma &amp; Bronchitis, 50%   Asthma &amp; Bronchitis just in 30 days, 18 Solutions, Dr Shalini https://t.co/jkX6WGrINR"
924432967685914624,@sadscorpio__ Nah I got asthma
926504028854296576,"Asthma: Altering diet may ease symptoms,add fibre from fruit and vegetables  https://t.co/wfB4tUtqG4"
925425456706306048,Sunbow: Weezing  til 11:41:25(28m 5s). https://t.co/d79gkZYDwY
925113832158179328,"I dont chase girls, I have asthma"
927277640603533312,@inkwellHQ I had a sinus infection all last December and had to keep going to work (retail Christmas) and it was aw https://t.co/jKn7G9Gj2Q
927564580443668483,"@Brown_SuGar_4 Abla3y Flutab sinus for sinusitis, it won't make you sleep not like the original flutab"
927510932015730691,Sooooo tired of being sick!!! Now it is a sinus infection ughhhhh!!!! I cant wait to find a new house!!!!
927175534710161413,unknown: Weezing  til 06:35:54(28m 25s). https://t.co/LUec1mjzCh
924633580109643777,This asthma is suck
927389934083702784,"My annual sinus infection caused by fall allergies has arrived.  So, I think Ill do a live broadcast tomorrow instead of editing. Time TBD"
924672735338532865,Will Extra Vitamin D for Asthma Improve Breathing? - The People's Pharmacy https://t.co/D6oQIGzsaN via @PeoplesPharmacy
926572195572203520,Yet another technical failure - went for a run without my asthma puffer and had to walk home. Need to start today again. Its not even 9am!
925458235120898048,RT @Joecurryy: Fighting AJ??? sounds like you need an asthma pump just for your stroll?  https://t.co/Mp7NZVaMkI
926165213853966336,Obese children may have more asthma complications  Reuters - https://t.co/yyTDUxkhSb
925738244733620224,FT: RT ft_health: AstraZeneca discloses disappointing results from asthma drug trial https://t.co/WYBm4hS15m
